         0   0.250000   0.000000
         1   0.750000   0.000000
         2   1.250000   0.000000
         3   1.750000   0.000000
         4   2.250000   0.000000
         5   2.750000   0.000000
         6   3.250000   0.000000
         7   3.750000   0.000000
         8   4.250000   0.000000
         9   4.750000   0.000000
        10   5.250000   0.000000
        11   5.750000   0.000000
        12   6.250000   0.655961
        13   6.750000   0.562423
        14   7.250000   0.000000
        15   7.750000   1.280078
        16   8.250000   0.753110
        17   8.750000   1.339045
        18   9.250000   0.599115
        19   9.750000   0.539256
        20  10.250000   1.219847
        21  10.750000   0.221806
        22  11.250000   1.417721
        23  11.750000   1.113985
        24  12.250000   1.366554
        25  12.750000   0.788430
        26  13.250000   1.314100
        27  13.750000   0.677932
        28  14.250000   0.504958
        29  14.750000   0.353480
